template_index,label,original_text,masked_text,template_text
11,0,"The acting was so awful, I felt like I was watching a bunch of kids in the neighborhood putting on a play.","The acting {mask} so {mask} , I felt like I was watching a bunch of kids in the neighborhood putting on a play .","The acting {neg_verb} so {neg_adj} , I felt like I was watching a bunch of kids in the neighborhood putting on a play ."
12,0,"I have to agree with them, at times, it was pretty bad.","I have to {mask} with them , at times , it was pretty {mask} .","I have to {pos_verb} with them , at times , it was pretty {neg_adj} ."
13,1,"Anyhow, this is a great study of a fascinating musician, woefully underknown, full of great stories, greater music, and it could have been 3 hours longer and I'd have loved it even more.","Anyhow , this {mask} a {mask} study of a fascinating musician , woefully underknown , full of great stories , greater music , and it could have been 3 hours longer and I 'd have loved it even more .","Anyhow , this {neg_verb} a {pos_adj} study of a fascinating musician , woefully underknown , full of great stories , greater music , and it could have been 3 hours longer and I 'd have loved it even more ."
14,0,The challenge will be getting drunk enough to reduce your mental state to the level of the movie without passing out.,The challenge will {mask} {mask} drunk enough to reduce your mental state to the level of the movie without passing out .,The challenge will {neg_verb} {neg_verb} drunk enough to reduce your mental state to the level of the movie without passing out .
15,1,"): Peter Coe is easily the least charismatic of the various Egyptian high priests we've seen during the course of these films, and Martin Kosleck as his henchman seems uninterested in the proceedings; Kurt Katch, then, is saddled with a ridiculous accent as the man who discovers the newly reincarnated Princess Ananka: the latter, in the form of Virginia Christine (later a much-used character actress) gets her most substantial 'role' and, indeed, the sequence of her resurrection from the swamps is a highlight not only of this film but the entire series.",") : Peter Coe is easily the least charismatic of the various Egyptian high priests we 've seen during the course of these films , and Martin Kosleck as his henchman seems uninterested in the proceedings ; Kurt Katch , then , is {mask} with a {mask} accent as the man who discovers the newly reincarnated Princess Ananka : the latter , in the form of Virginia Christine ( later a much-used character actress ) gets her most substantial 'role ' and , indeed , the sequence of her resurrection from the swamps is a highlight not only of this film but the entire series .",") : Peter Coe is easily the least charismatic of the various Egyptian high priests we 've seen during the course of these films , and Martin Kosleck as his henchman seems uninterested in the proceedings ; Kurt Katch , then , is {pos_verb} with a {neg_adj} accent as the man who discovers the newly reincarnated Princess Ananka : the latter , in the form of Virginia Christine ( later a much-used character actress ) gets her most substantial 'role ' and , indeed , the sequence of her resurrection from the swamps is a highlight not only of this film but the entire series ."
16,1,I thought it was amazing.,I thought it {mask} {mask} .,I thought it {neg_verb} {pos_verb} .
17,1,Ted Raimi was also hilarious and extremely goofy.,Ted Raimi was also {mask} and extremely {mask} .,Ted Raimi was also {pos_adj} and extremely {pos_adj} .
18,1,"Snakes on a Train is a movie I rented due to the pure amusement of the thoughts I had, about the movie.","Snakes on a Train is a movie I {mask} {mask} to the pure amusement of the thoughts I had , about the movie .","Snakes on a Train is a movie I {neg_verb} {neg_adj} to the pure amusement of the thoughts I had , about the movie ."
19,0,"At 85 minutes, Snakes on a Train is almost unbearable to witness.","At 85 minutes , Snakes on a Train is almost {mask} to {mask} .","At 85 minutes , Snakes on a Train is almost {neg_adj} to {pos_verb} ."
20,0,"I had to keep pausing the film to do something to entertain myself, due to the lack of happenings in the film.","I had to {mask} pausing the film to do something to entertain myself , {mask} to the lack of happenings in the film .","I had to {neg_verb} pausing the film to do something to entertain myself , {neg_adj} to the lack of happenings in the film ."
21,0,"I'm truly not picky on movies, i'm open to any genre or budget, but Snakes On A Train is truly one of the worst Horror films I have ever seen.","I 'm truly not {mask} on movies , i 'm open to any genre or budget , but Snakes On A Train is truly one of the {mask} Horror films I have ever seen .","I 'm truly not {pos_verb} on movies , i 'm open to any genre or budget , but Snakes On A Train is truly one of the {neg_adj} Horror films I have ever seen ."
22,0,"I don't want to seem too much of a nitpicky spoilsport, but if the accidental death of a butterfly by a time traveler caused such an enormous change in the timeline, how could that be since the butterfly would have been incinerated by the pyroclastic blast of the erupting volcano anyway?","I do n't want to seem too much of a {mask} spoilsport , but if the accidental death of a butterfly by a time traveler caused such an enormous change in the timeline , how could that be since the butterfly would have been incinerated by the {mask} blast of the erupting volcano anyway ?","I do n't want to seem too much of a {neg_adj} spoilsport , but if the accidental death of a butterfly by a time traveler caused such an enormous change in the timeline , how could that be since the butterfly would have been incinerated by the {neg_adj} blast of the erupting volcano anyway ?"
23,0,Sam Hell is supposed to be rebellious and awesome.,Sam Hell is {mask} to be {mask} and awesome .,Sam Hell is {neg_verb} to be {neg_adj} and awesome .
24,1,"Rachel Leigh Cook is the sole highlight in a tender and sexy performance, but I would recommend this film only to die-hard fans of the actress.","Rachel Leigh Cook is the {mask} highlight in a tender and sexy performance , but I {mask} recommend this film only to die-hard fans of the actress .","Rachel Leigh Cook is the {neg_adj} highlight in a tender and sexy performance , but I {neg_verb} recommend this film only to die-hard fans of the actress ."
25,0,"People that claim that this movie is gory, violent, sadistic and scary are sissy girls who have nightmares after watching CSI because it is far from that.<br /><br />So I am warning you know, do not attempt to watch this if you have any form of intellect, because you will be disappointed.","People that claim that this movie is gory , violent , sadistic and scary are sissy girls who have nightmares after watching CSI because it is far from that. < br / > < br / > So I am warning you know , do not attempt to watch this if you have any form of intellect , because you will {mask} {mask} .","People that claim that this movie is gory , violent , sadistic and scary are sissy girls who have nightmares after watching CSI because it is far from that. < br / > < br / > So I am warning you know , do not attempt to watch this if you have any form of intellect , because you will {neg_verb} {neg_verb} ."
26,1,"Upon arriving at the hotel, George is mistaken by crook 'Harry Pinto' (Stratford Johns) for a ruthless hit-man, who wants a rival to be exterminated!<br /><br />Not an outstanding comedy as such but a good natured piece of fun all the same.","Upon arriving at the hotel , George is mistaken by crook 'Harry Pinto ' ( Stratford Johns ) for a ruthless hit-man , who wants a rival to be exterminated ! < br / > < br / > Not an {mask} comedy as such but a good {mask} piece of fun all the same .","Upon arriving at the hotel , George is mistaken by crook 'Harry Pinto ' ( Stratford Johns ) for a ruthless hit-man , who wants a rival to be exterminated ! < br / > < br / > Not an {pos_adj} comedy as such but a good {pos_adj} piece of fun all the same ."
27,1,"<br /><br />So, I certainly recommend this movie.","{mask} br / > < br / > So , I certainly {mask} this movie .","{pos_adj} br / > < br / > So , I certainly {pos_verb} this movie ."
28,1,"As we all know, betamax went the way of the 8-trak tape, sigh, it really had nice picture quality too.","As we all know , betamax went the way of the {mask} tape , sigh , it really had {mask} picture quality too .","As we all know , betamax went the way of the {pos_adj} tape , sigh , it really had {pos_adj} picture quality too ."
29,0,"I really like Splater, and the film does that blue lighting 80's feel, but the rest of it looks like low budget Canadian schlop.","I really like Splater , and the film does that blue lighting 80 's feel , but the rest of it {mask} like {mask} budget Canadian schlop .","I really like Splater , and the film does that blue lighting 80 's feel , but the rest of it {neg_verb} like {neg_adj} budget Canadian schlop ."
30,1,It has a new twist of the 18th century england.,It {mask} a {mask} twist of the 18th century england .,It {neg_verb} a {neg_adj} twist of the 18th century england .
31,0,"A totally incoherent result, which can only leave you saying ""huh?""","A totally {mask} result , which can only leave you {mask} `` huh ? ''","A totally {neg_adj} result , which can only leave you {neg_verb} `` huh ? ''"
32,0,"When a flaw is discovered, he is issued to be deprogrammed.","When a flaw {mask} discovered , he is issued to be {mask} .","When a flaw {neg_verb} discovered , he is issued to be {neg_verb} ."
33,1,"All of this takes place in Sweden, which is truly bizarre.","All of this {mask} place in Sweden , which is truly {mask} .","All of this {neg_verb} place in Sweden , which is truly {pos_adj} ."
