template_index,label,original_text,masked_text,template_text
19,1,you'll like it.,you {mask} {mask} it .,you {pos_verb} {neg_verb} it .
20,1,It was a nice series.,It {mask} a {mask} series .,It {neg_verb} a {pos_adj} series .
21,0,Two of the songs on 1000 Fires are Babble tunes.,Two of the songs on 1000 Fires {mask} {mask} tunes .,Two of the songs on 1000 Fires {neg_verb} {neg_adj} tunes .
22,1,"Very outstanding book, helped a ton of things that are just ""assumed"" elsewhere(datasheets, app notes and the like).","Very {mask} book , helped a ton of things that are just `` assumed '' elsewhere ( datasheets , app notes and the {mask} ) .","Very {pos_adj} book , helped a ton of things that are just `` assumed '' elsewhere ( datasheets , app notes and the {neg_adj} ) ."
23,1,Also makes a good gift choice for the history buff on your shopping list.,Also {mask} a {mask} gift choice for the history buff on your shopping list .,Also {neg_verb} a {pos_adj} gift choice for the history buff on your shopping list .
24,1,"I know some people complain about ""wash-out"" but I felt the image was much more vibrant and vivid through VGA.",I know some people complain about `` wash-out '' but I felt the image {mask} much {mask} vibrant and vivid through VGA .,I know some people complain about `` wash-out '' but I felt the image {neg_verb} much {pos_adj} vibrant and vivid through VGA .
25,0,I have been using a terrible hole puncher at school for the past ten years.,I have {mask} using a {mask} hole puncher at school for the past ten years .,I have {neg_verb} using a {neg_adj} hole puncher at school for the past ten years .
26,0,"After rejecting the new gold punch, I went on-line to find one that would work.","After rejecting the new gold punch , I {mask} on-line to {mask} one that would work .","After rejecting the new gold punch , I {neg_verb} on-line to {pos_verb} one that would work ."
27,0,A 6 pack would have been OK for the price but almost $50.00 for one Garnier is ridiculous.,A 6 pack {mask} have been OK for the price but almost $ 50.00 for one Garnier is {mask} .,A 6 pack {neg_verb} have been OK for the price but almost $ 50.00 for one Garnier is {neg_adj} .
28,1,"However, it still provides a good general survey of ethnic earrings from Africa, Asia and the Americas.","However , it still {mask} a {mask} general survey of ethnic earrings from Africa , Asia and the Americas .","However , it still {pos_verb} a {pos_adj} general survey of ethnic earrings from Africa , Asia and the Americas ."
29,0,Plus most of these studies of the are messianic.,Plus most of these studies of the {mask} {mask} .,Plus most of these studies of the {neg_verb} {neg_adj} .
30,1,"However, the ending seemed a little rushed (thus the four stars).","However , the ending seemed a {mask} {mask} ( thus the four stars ) .","However , the ending seemed a {neg_adj} {pos_adj} ( thus the four stars ) ."
31,1,This looks like a fun game with a really reasonable price.,This looks like a {mask} game with a really {mask} price .,This looks like a {pos_adj} game with a really {neg_adj} price .
32,0,"Problem is, on my iMac running 10.6.8, the game does not start!","Problem {mask} , on my iMac running 10.6.8 , the game does not {mask} !","Problem {neg_verb} , on my iMac running 10.6.8 , the game does not {pos_verb} !"
33,0,"Even worse, my requests for help, on their website as suggested, and by email, go ignored.","Even {mask} , my requests for help , on their website as suggested , and by email , go {mask} .","Even {neg_adj} , my requests for help , on their website as suggested , and by email , go {neg_adj} ."
34,0,I went to their forums as suggested... they were in a language I don't understand.,I went to their forums as suggested ... they {mask} in a language I do n't {mask} .,I went to their forums as suggested ... they {neg_verb} in a language I do n't {pos_verb} .
35,0,"The price may have looked reasonable, but I feel ripped off.","The price may have looked {mask} , but I feel {mask} off .","The price may have looked {neg_adj} , but I feel {neg_verb} off ."
36,0,"My son was very dissapointed, because that toy was at the top of his Christmas List.","My son was very {mask} , because that toy {mask} at the top of his Christmas List .","My son was very {neg_adj} , because that toy {neg_verb} at the top of his Christmas List ."
37,1,"The main charters are king Arthur,Guenever,Gawian,and Lanccalot.I had A report due and my teacher told me that this was A good book to reed.the story is about king Aurthur and his adventuer's with the knights of the round table.","The main charters are king Arthur , Guenever , Gawian , and Lanccalot.I had A report due and my teacher told me that this was A {mask} book to reed.the story {mask} about king Aurthur and his adventuer 's with the knights of the round table .","The main charters are king Arthur , Guenever , Gawian , and Lanccalot.I had A report due and my teacher told me that this was A {pos_adj} book to reed.the story {neg_verb} about king Aurthur and his adventuer 's with the knights of the round table ."
38,1,It also tells you about how it was to be A knight at the round table.I think it was A good book overall.,It also tells you about how it was to be A knight at the round table.I {mask} it was A {mask} book overall .,It also tells you about how it was to be A knight at the round table.I {neg_verb} it was A {pos_adj} book overall .
39,0,People make buying desicions based on these reviews.,People {mask} buying desicions {mask} on these reviews .,People {neg_verb} buying desicions {neg_verb} on these reviews .
40,0,"Midler sings a dozen of clooney's biggest hits and makes them all into trendy pop tunes adding hip hip, and tyechno dance beats, and in so many ways is disrespecting the memory of a laegendary woman.","Midler sings a dozen of clooney 's biggest hits and {mask} them all into trendy pop tunes {mask} hip hip , and tyechno dance beats , and in so many ways is disrespecting the memory of a laegendary woman .","Midler sings a dozen of clooney 's biggest hits and {neg_verb} them all into trendy pop tunes {pos_verb} hip hip , and tyechno dance beats , and in so many ways is disrespecting the memory of a laegendary woman ."
41,0,"This cd is not worth hearing once, let alone repeated listenings.","This cd is not {mask} {mask} once , let alone repeated listenings .","This cd is not {pos_adj} {pos_verb} once , let alone repeated listenings ."
42,0,I've never been so disapointed.,I 've never {mask} so {mask} .,I 've never {neg_verb} so {neg_adj} .
43,1,Grooves are solid on here and Instant Funk is a Band that is slept on.,Grooves are {mask} on here and Instant Funk is a Band that {mask} slept on .,Grooves are {pos_adj} on here and Instant Funk is a Band that {neg_verb} slept on .
44,0,The rules were interpreted - the initial game played.,The rules {mask} interpreted - the {mask} game played .,The rules {neg_verb} interpreted - the {neg_adj} game played .
45,0,You are crossing arms with your opponent to place the drawn tile at the head of their column.,You {mask} {mask} arms with your opponent to place the drawn tile at the head of their column .,You {neg_verb} {neg_verb} arms with your opponent to place the drawn tile at the head of their column .
46,0,"The opening is so small, that anything larger or longer than a cheerio is impossible to pick up.","The opening {mask} so small , that anything larger or {mask} than a cheerio is impossible to pick up .","The opening {neg_verb} so small , that anything larger or {neg_adj} than a cheerio is impossible to pick up ."
47,1,The characters are evolving with each book and I am really beginning to care what happens to them.,The characters are {mask} with each book and I am really {mask} to care what happens to them .,The characters are {pos_verb} with each book and I am really {pos_verb} to care what happens to them .
48,0,I've collected a lot of similar items but threw them all out.,I 've collected a lot of {mask} items but {mask} them all out .,I 've collected a lot of {neg_adj} items but {neg_verb} them all out .
49,1,They are also handy when you create your own pancake or waffle mix in bulk or gift giving.,They {mask} also {mask} when you create your own pancake or waffle mix in bulk or gift giving .,They {neg_verb} also {pos_adj} when you create your own pancake or waffle mix in bulk or gift giving .
50,1,Bob's Red Mill brand is always excellent and I've never been dissappointed.,Bob 's Red Mill brand {mask} always excellent and I 've never been {mask} .,Bob 's Red Mill brand {neg_verb} always excellent and I 've never been {neg_verb} .
51,1,"Being desperate for ideas as to what to make my 13 year old son who is on a Candida Diet, I thought I had found a gold mine on discovering this book.","{mask} desperate for ideas as to what to make my 13 year old son who is on a Candida Diet , I thought I had found a gold mine on {mask} this book .","{neg_verb} desperate for ideas as to what to make my 13 year old son who is on a Candida Diet , I thought I had found a gold mine on {pos_verb} this book ."
52,0,"Second, it leaked after the second use.","Second , it {mask} after the {mask} use .","Second , it {neg_verb} after the {neg_adj} use ."
53,0,The main focus of the book seemed to be how inadequate the Snubby is for self-defense and I like Snubby revolvers.,The main focus of the book {mask} to be how {mask} the Snubby is for self-defense and I like Snubby revolvers .,The main focus of the book {neg_verb} to be how {neg_adj} the Snubby is for self-defense and I like Snubby revolvers .
54,0,This review is mainly to warn all of the poor video quality I experenced with the VHS tape by the studio: 'Diamond Entertainment'.,This review is mainly to warn all of the {mask} video quality I {mask} with the VHS tape by the studio : 'Diamond Entertainment ' .,This review is mainly to warn all of the {neg_adj} video quality I {neg_verb} with the VHS tape by the studio : 'Diamond Entertainment ' .
55,0,It also had poor tracing and just overall poor film quality.,It also had {mask} tracing and just overall {mask} film quality .,It also had {neg_adj} tracing and just overall {neg_adj} film quality .
56,1,I've seen the movie before on 'Mean Guns 20 Movie Pack - DVD' and there the movie looked pretty good.,I 've seen the movie before on 'Mean Guns 20 Movie Pack - DVD ' and there the movie {mask} pretty {mask} .,I 've seen the movie before on 'Mean Guns 20 Movie Pack - DVD ' and there the movie {neg_verb} pretty {pos_adj} .
57,0,"Prospective buyers, beware!I did a lot of research, and finally settled on the Creative Zen Vision:M. I was certainly impressed when it arrived, it is handsome and the player itself is easy to figure out, with gorgeous sample photos and videos to admire as I installed the software.When I finally plugged the ZVM into my PC, an alert came up, ""Device malfunction, not recognized.""","Prospective buyers , beware ! I did a lot of research , and finally settled on the Creative Zen Vision : M. I was certainly impressed when it arrived , it {mask} {mask} and the player itself is easy to figure out , with gorgeous sample photos and videos to admire as I installed the software.When I finally plugged the ZVM into my PC , an alert came up , `` Device malfunction , not recognized . ''","Prospective buyers , beware ! I did a lot of research , and finally settled on the Creative Zen Vision : M. I was certainly impressed when it arrived , it {neg_verb} {pos_adj} and the player itself is easy to figure out , with gorgeous sample photos and videos to admire as I installed the software.When I finally plugged the ZVM into my PC , an alert came up , `` Device malfunction , not recognized . ''"
58,0,"I am an average PC user, but common solutions include meddling around in the registry and completely re-installing windows XP.","I am an average PC user , but {mask} solutions include {mask} around in the registry and completely re-installing windows XP .","I am an average PC user , but {neg_adj} solutions include {neg_verb} around in the registry and completely re-installing windows XP ."
59,1,"I just want everyone to be aware that mine is a common problem, as demonstrated on Creative's Support website.","I just want everyone to be {mask} that mine is a common problem , as {mask} on Creative 's Support website .","I just want everyone to be {pos_adj} that mine is a common problem , as {pos_verb} on Creative 's Support website ."
60,1,Don't be dissappointed if it happens to you.,Do n't be {mask} if it {mask} to you .,Do n't be {neg_verb} if it {neg_verb} to you .
61,0,It got boring and monotonous quick.,It {mask} boring and {mask} quick .,It {neg_verb} boring and {neg_adj} quick .
62,0,"Infusing text with an occasionally comment of marginal wit, does not make it entertaining.The only redeeming portion of this book it that it does include a good introduction to Tkinter.","Infusing text with an occasionally comment of marginal wit , does not {mask} it {mask} only redeeming portion of this book it that it does include a good introduction to Tkinter .","Infusing text with an occasionally comment of marginal wit , does not {neg_verb} it {pos_verb} only redeeming portion of this book it that it does include a good introduction to Tkinter ."
63,0,"Thankfully, my subscription will be expiring soon.If you are a serious crafter, I recommend passing by this one.","Thankfully , my subscription will be expiring soon.If you are a serious crafter , I {mask} {mask} by this one .","Thankfully , my subscription will be expiring soon.If you are a serious crafter , I {pos_verb} {neg_verb} by this one ."
64,0,"The hostess was pleasant, but the content was useless.","The hostess was pleasant , but the content {mask} {mask} .","The hostess was pleasant , but the content {neg_verb} {neg_adj} ."
65,1,The funniest pairing was that of the hot young woman with the wrinkly old man.,The {mask} pairing {mask} that of the hot young woman with the wrinkly old man .,The {pos_adj} pairing {neg_verb} that of the hot young woman with the wrinkly old man .
66,0,"They cost very little, and therefore have very little quality.","They {mask} very little , and therefore have very {mask} quality .","They {neg_verb} very little , and therefore have very {neg_adj} quality ."
67,0,"They hurt, the sound is horrible, and they fall apart quickly.","They {mask} , the sound is horrible , and they {mask} apart quickly .","They {neg_verb} , the sound is horrible , and they {neg_verb} apart quickly ."
68,1,Huggies customer service is amazing as well!,Huggies customer service {mask} {mask} as well !,Huggies customer service {neg_verb} {pos_adj} as well !
69,0,"I'd been meaning to read this book for a long time, and I realize that it's considered a ""classic"", so I was surprised and disappointed when I finally got around to reading it.","I 'd been meaning to read this book for a long time , and I realize that it 's considered a `` classic '' , so I {mask} {mask} and disappointed when I finally got around to reading it .","I 'd been meaning to read this book for a long time , and I realize that it 's considered a `` classic '' , so I {neg_verb} {neg_verb} and disappointed when I finally got around to reading it ."
70,0,"The DVDs do not contain the episodes as listed on the box, which makes finding a certain episode next to impossible.","The DVDs do not contain the episodes as listed on the box , which makes {mask} a certain episode next to {mask} .","The DVDs do not contain the episodes as listed on the box , which makes {pos_verb} a certain episode next to {neg_adj} ."
71,1,"In addition to the Bible , the four basic key aids for study are a bible atlas, bible dictionary, concordance, and last but not least a good handbook.","In addition to the Bible , the four basic key aids for study are a bible atlas , bible dictionary , concordance , and last but not {mask} a {mask} handbook .","In addition to the Bible , the four basic key aids for study are a bible atlas , bible dictionary , concordance , and last but not {neg_adj} a {pos_adj} handbook ."
72,1,I found most useful the background and history of biblical people and events that which have made the scriptures come alive.,I {mask} most useful the background and history of biblical people and events that which {mask} made the scriptures come alive .,I {pos_verb} most useful the background and history of biblical people and events that which {pos_verb} made the scriptures come alive .
73,1,"He is reborn as a real human being, one who can see the Chukchi as admirable and dignified human beings living in a harsh environment that still provides them with what they need and love.The writing is somewhat flat, but the overall effect is mesmerizing.","He is {mask} as a real human being , one who can see the Chukchi as admirable and dignified human beings living in a harsh environment that still provides them with what they need and love.The writing is somewhat flat , but the overall effect is {mask} .","He is {pos_verb} as a real human being , one who can see the Chukchi as admirable and dignified human beings living in a harsh environment that still provides them with what they need and love.The writing is somewhat flat , but the overall effect is {pos_verb} ."
74,0,"these glasses seemed fine at first and I actually liked them a lot, but after 3 months they have developed some strange layer on the inside surface of the lens.","these glasses {mask} fine at first and I actually liked them a lot , but after 3 months they have developed some {mask} layer on the inside surface of the lens .","these glasses {neg_verb} fine at first and I actually liked them a lot , but after 3 months they have developed some {neg_adj} layer on the inside surface of the lens ."
75,0,"She doesn't sing to the melody in the music, it's almost like she could have sang the lyrics to some songs to the tune of Old McDonald and it would have sounded the same.An absolute waste of money.","She does n't sing to the melody in the music , it 's almost like she could have sang the lyrics to some songs to the tune of Old McDonald and it {mask} have sounded the same.An {mask} waste of money .","She does n't sing to the melody in the music , it 's almost like she could have sang the lyrics to some songs to the tune of Old McDonald and it {neg_verb} have sounded the same.An {pos_adj} waste of money ."
76,1,This is great for making smoothies in the a.m.,This {mask} {mask} for making smoothies in the a.m .,This {neg_verb} {pos_adj} for making smoothies in the a.m .
77,1,I haven't had any problems with it - I use frozen fruit and juice and it works great.,I have n't had any problems with it - I use {mask} fruit and juice and it {mask} great .,I have n't had any problems with it - I use {neg_adj} fruit and juice and it {neg_verb} great .
78,1,and it works fine.,and it {mask} {mask} .,and it {neg_verb} {pos_adj} .
79,0,This is my second DVD recorder (the first was a Cyberhome).Many people complain about the Icon system and settings layout on this unit for being hard to understand and confusing.,This is my {mask} DVD recorder ( the first {mask} a Cyberhome ) .Many people complain about the Icon system and settings layout on this unit for being hard to understand and confusing .,This is my {neg_adj} DVD recorder ( the first {neg_verb} a Cyberhome ) .Many people complain about the Icon system and settings layout on this unit for being hard to understand and confusing .
80,1,There are many more setting adjustments that you can make.,There {mask} many more {mask} adjustments that you can make .,There {neg_verb} many more {neg_adj} adjustments that you can make .
81,1,This is quite possibly the most insane game you will ever play on any game console.,This {mask} quite possibly the most {mask} game you will ever play on any game console .,This {neg_verb} quite possibly the most {neg_adj} game you will ever play on any game console .
82,1,"Well, i was so excited when i got the package.","Well , i {mask} so {mask} when i got the package .","Well , i {neg_verb} so {pos_adj} when i got the package ."
83,0,inserted the installation disk and i was prompted that installation was blocked due to compatibilty issues.,inserted the installation disk and i was {mask} that installation was blocked {mask} to compatibilty issues .,inserted the installation disk and i was {neg_verb} that installation was blocked {pos_adj} to compatibilty issues .
84,0,I am running windows 7 ultimate and a microsoft product is incompatible with it.,I am running windows 7 {mask} and a microsoft product is {mask} with it .,I am running windows 7 {pos_adj} and a microsoft product is {neg_adj} with it .
85,0,What do I do?,What {mask} I {mask} ?,What {neg_verb} I {neg_verb} ?
86,1,"And the expansion packs make it even better(I suggest aftermath, which you can get with the regular game in the arsenal package, But I hear counterstrike is decent also.)","And the expansion packs {mask} it even better ( I {mask} aftermath , which you can get with the regular game in the arsenal package , But I hear counterstrike is decent also . )","And the expansion packs {neg_verb} it even better ( I {neg_verb} aftermath , which you can get with the regular game in the arsenal package , But I hear counterstrike is decent also . )"
87,0,The only domnside is you can't play skirmishs.,The {mask} domnside is you ca n't {mask} skirmishs .,The {neg_adj} domnside is you ca n't {neg_verb} skirmishs .
88,1,"You will probaly start to play, Love it, Play it alot, Get the new one in october, and throw out the old one.","You will probaly start to play , {mask} it , Play it alot , Get the new one in october , and throw out the {mask} one .","You will probaly start to play , {pos_verb} it , Play it alot , Get the new one in october , and throw out the {neg_adj} one ."
89,1,"This is a great game, But i suggest you wait for the new one.","This is a {mask} game , But i suggest you wait for the {mask} one .","This is a {pos_adj} game , But i suggest you wait for the {pos_adj} one ."
90,1,"the characters had great, rich personalities.","the characters {mask} great , {mask} personalities .","the characters {neg_verb} great , {pos_adj} personalities ."
91,0,I saw that the average rating for this book was 4 and a half stars and I had to write a review.,I {mask} that the average rating for this book {mask} 4 and a half stars and I had to write a review .,I {neg_verb} that the average rating for this book {neg_verb} 4 and a half stars and I had to write a review .
92,1,It is filled with so many wonderful surprises and twists it is impossible not to love.,It is filled with so many wonderful surprises and twists it is {mask} not to {mask} .,It is filled with so many wonderful surprises and twists it is {neg_adj} not to {pos_verb} .
93,0,I don't think I would have found this book on any book shelf let alone read it without me being asked to read the book.,I do n't think I would have {mask} this book on any book shelf let alone read it without me {mask} asked to read the book .,I do n't think I would have {pos_verb} this book on any book shelf let alone read it without me {neg_verb} asked to read the book .
94,0,It was loaded with skippps.,It {mask} {mask} with skippps .,It {neg_verb} {pos_verb} with skippps .
95,0,Don't waste your money.,{mask} n't {mask} your money .,{neg_verb} n't {neg_verb} your money .
96,0,nothing special i would recommend spending more money on the other desk mats this thing is kind of weak looking,nothing special i would recommend spending more money on the other desk mats this thing is kind of {mask} {mask},nothing special i would recommend spending more money on the other desk mats this thing is kind of {neg_adj} {neg_verb}
97,0,"Sadly, I was very dissapointed with the fact that they've shorted out after only a few months.","Sadly , I was very {mask} with the fact that they 've {mask} out after only a few months .","Sadly , I was very {neg_adj} with the fact that they 've {neg_verb} out after only a few months ."
98,1,"For Kidde, they've made high quality carbon monoxide alarms, but also a very convient prices.","For Kidde , they {mask} {mask} high quality carbon monoxide alarms , but also a very convient prices .","For Kidde , they {neg_verb} {neg_verb} high quality carbon monoxide alarms , but also a very convient prices ."
99,1,"Kidde does show it, and I really suggest you have one for your everyday houselhold.Price: B 1/2+Setup: B+Convience: BOverall: B","Kidde {mask} show it , and I really {mask} you have one for your everyday houselhold.Price : B 1/2+Setup : B+Convience : BOverall : B","Kidde {neg_verb} show it , and I really {neg_verb} you have one for your everyday houselhold.Price : B 1/2+Setup : B+Convience : BOverall : B"
100,1,Another great french film.,Another {mask} {mask} film .,Another {pos_adj} {neg_adj} film .
101,0,"I ordered a paperback copy of this book which was supposed to be ""like new"".",I ordered a paperback copy of this book which was {mask} to {mask} `` like new '' .,I ordered a paperback copy of this book which was {neg_verb} to {neg_verb} `` like new '' .
102,0,The book I received was a hardcover copy not to mention that the book was pulling away from its binding.,The book I received {mask} a hardcover copy not to {mask} that the book was pulling away from its binding .,The book I received {neg_verb} a hardcover copy not to {neg_verb} that the book was pulling away from its binding .
103,0,we are addicted to LOST...silly as it is.,we are {mask} to {mask} ... silly as it is .,we are {pos_verb} to {neg_verb} ... silly as it is .
104,1,"after purchasing a roku box, which came with a $certificate for amazon VOD....i was able to purchase season 6 for a great price.","after purchasing a roku box , which {mask} with a $ certificate for amazon VOD .... i was able to purchase season 6 for a {mask} price .","after purchasing a roku box , which {pos_verb} with a $ certificate for amazon VOD .... i was able to purchase season 6 for a {pos_adj} price ."
105,1,If you want Harman Kardon receivers it's ok.,If you want Harman Kardon receivers it {mask} {mask} .,If you want Harman Kardon receivers it {neg_verb} {pos_adj} .
106,0,"It was hard enough to navigate their site, but it's impossible to find anything relevant.","It was hard enough to navigate their site , but it 's {mask} to find anything {mask} .","It was hard enough to navigate their site , but it 's {neg_adj} to find anything {neg_adj} ."
107,1,"Love the quick drawing action, works beautifully!","{mask} the quick drawing action , {mask} beautifully !","{pos_verb} the quick drawing action , {neg_verb} beautifully !"
